Stand;Kanton;Jahr;Stufe;Schultyp;Geschlecht;Nationalitaet;Traegerschaft;Finanzierung;Anzahl
16.11.2020;tg;2013;Sekundarstufe I;Volksschule;F;Ausländer;oef;oef;877
16.11.2020;tg;2013;Sekundarstufe I;Heim- und Sonderschule;F;Ausländer;oef;oef;4
16.11.2020;tg;2013;Sekundarstufe I;Volksschule;F;Ausländer;priv;priv;35
16.11.2020;tg;2013;Sekundarstufe I;Heim- und Sonderschule;F;Ausländer;priv;oef;13
16.11.2020;tg;2013;Sekundarstufe I;Volksschule;M;Ausländer;priv;priv;28
16.11.2020;tg;2013;Sekundarstufe I;Volksschule;M;CH;oef;oef;3249
16.11.2020;tg;2013;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;priv;oef;25
16.11.2020;tg;2013;Sekundarstufe I;Mittelschule;F;Ausländer;oef;oef;13
16.11.2020;tg;2013;Sekundarstufe I;Heim- und Sonderschule;F;CH;oef;oef;9
16.11.2020;tg;2013;Sekundarstufe I;Mittelschule;F;CH;oef;oef;126
16.11.2020;tg;2013;Sekundarstufe II;Brückenangebot;M;CH;priv;priv;10
16.11.2020;tg;2013;Sekundarstufe II;Berufsfachschule;F;Ausländer;priv;priv;6
16.11.2020;tg;2013;Sekundarstufe II;Brückenangebot;F;Ausländer;oef;oef;59
16.11.2020;tg;2013;Sekundarstufe II;Mittelschule;F;Ausländer;priv;priv;14
16.11.2020;tg;2013;Sekundarstufe II;Berufsfachschule;M;CH;oef;oef;3179
16.11.2020;tg;2013;Sekundarstufe II;Berufsfachschule;M;CH;priv;priv;80
16.11.2020;tg;2013;Sekundarstufe II;Mittelschule;F;CH;oef;oef;1101
16.11.2020;tg;2013;Sekundarstufe II;Mittelschule;F;Ausländer;oef;oef;95
16.11.2020;tg;2013;Sekundarstufe II;Brückenangebot;M;CH;oef;oef;76
16.11.2020;tg;2013;Sekundarstufe II;Brückenangebot;F;CH;priv;priv;7
16.11.2020;tg;2013;Sekundarstufe II;Berufsfachschule;F;CH;oef;oef;1818
16.11.2020;tg;2013;Sekundarstufe II;Heim- und Sonderschule;F;CH;priv;oef;12
16.11.2020;tg;2013;Sekundarstufe II;Mittelschule;M;CH;oef;oef;640
16.11.2020;tg;2013;Sekundarstufe II;Brückenangebot;F;Ausländer;priv;priv;1
16.11.2020;tg;2013;Sekundarstufe II;Berufsfachschule;F;Ausländer;oef;oef;392
16.11.2020;tg;2013;Sekundarstufe II;Berufsfachschule;F;CH;priv;priv;50
16.11.2020;tg;2013;Sekundarstufe II;Brückenangebot;M;Ausländer;oef;oef;43
16.11.2020;tg;2013;Sekundarstufe II;Mittelschule;M;Ausländer;oef;oef;58
16.11.2020;tg;2013;Sekundarstufe II;Brückenangebot;F;CH;oef;oef;112
16.11.2020;tg;2013;Sekundarstufe II;Mittelschule;F;CH;priv;priv;14
16.11.2020;tg;2013;Sekundarstufe II;Heim- und Sonderschule;F;Ausländer;priv;oef;7
16.11.2020;tg;2013;Sekundarstufe II;Heim- und Sonderschule;M;Ausländer;priv;oef;3
16.11.2020;tg;2013;Sekundarstufe II;Mittelschule;M;Ausländer;priv;priv;17
16.11.2020;tg;2013;Sekundarstufe II;Berufsfachschule;M;Ausländer;oef;oef;495
16.11.2020;tg;2013;Sekundarstufe II;Berufsfachschule;M;Ausländer;priv;priv;8
16.11.2020;tg;2013;Sekundarstufe II;Heim- und Sonderschule;M;CH;priv;oef;13
16.11.2020;tg;2013;Sekundarstufe II;Mittelschule;M;CH;priv;priv;31
16.11.2020;tg;2013;Tertiärstufe;Fachhochschule und pädagogische Hochschule;F;Ausländer;oef;oef;170
16.11.2020;tg;2013;Tertiärstufe;Höhere Berufsbildung;M;CH;priv;priv;10
16.11.2020;tg;2013;Tertiärstufe;Höhere Berufsbildung;F;CH;priv;oef;5
16.11.2020;tg;2013;Tertiärstufe;Höhere Berufsbildung;F;Ausländer;oef;oef;19
16.11.2020;tg;2013;Tertiärstufe;Höhere Berufsbildung;F;CH;oef;oef;301
16.11.2020;tg;2013;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;priv;oef;1
16.11.2020;tg;2013;Tertiärstufe;Fachhochschule und pädagogische Hochschule;F;CH;oef;oef;393
16.11.2020;tg;2013;Tertiärstufe;Höhere Berufsbildung;M;CH;oef;oef;130
16.11.2020;tg;2013;Tertiärstufe;Höhere Berufsbildung;F;CH;priv;priv;4
16.11.2020;tg;2013;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;oef;oef;21
16.11.2020;tg;2013;Tertiärstufe;Fachhochschule und pädagogische Hochschule;M;CH;oef;oef;133
16.11.2020;tg;2013;Tertiärstufe;Fachhochschule und pädagogische Hochschule;M;Ausländer;oef;oef;64
16.11.2020;tg;2013;Tertiärstufe;Höhere Berufsbildung;M;CH;priv;oef;4
16.11.2020;tg;2013;Tertiärstufe;Höhere Berufsbildung;F;Ausländer;priv;oef;1
16.11.2020;tg;2014;Kindergartenstufe;Volksschule;F;Ausländer;oef;oef;584
16.11.2020;tg;2014;Kindergartenstufe;Volksschule;F;CH;priv;priv;12
16.11.2020;tg;2014;Kindergartenstufe;Heim- und Sonderschule;F;CH;oef;oef;3
16.11.2020;tg;2014;Kindergartenstufe;Volksschule;M;CH;oef;oef;2061
16.11.2020;tg;2014;Kindergartenstufe;Volksschule;M;CH;priv;priv;17
16.11.2020;tg;2014;Kindergartenstufe;Heim- und Sonderschule;M;Ausländer;priv;oef;12
16.11.2020;tg;2014;Kindergartenstufe;Volksschule;M;Ausländer;priv;priv;15
16.11.2020;tg;2014;Kindergartenstufe;Heim- und Sonderschule;M;CH;priv;oef;30
16.11.2020;tg;2014;Kindergartenstufe;Volksschule;M;Ausländer;oef;oef;685
16.11.2020;tg;2014;Kindergartenstufe;Heim- und Sonderschule;M;CH;oef;oef;11
16.11.2020;tg;2014;Kindergartenstufe;Heim- und Sonderschule;F;CH;priv;oef;18
16.11.2020;tg;2014;Kindergartenstufe;Volksschule;F;Ausländer;priv;priv;12
16.11.2020;tg;2014;Kindergartenstufe;Volksschule;F;CH;oef;oef;1891
16.11.2020;tg;2014;Kindergartenstufe;Heim- und Sonderschule;F;Ausländer;oef;oef;1
16.11.2020;tg;2014;Kindergartenstufe;Heim- und Sonderschule;M;Ausländer;oef;oef;8
16.11.2020;tg;2014;Primarstufe;Volksschule;F;Ausländer;priv;priv;31
16.11.2020;tg;2014;Primarstufe;Volksschule;M;Ausländer;priv;priv;33
16.11.2020;tg;2014;Primarstufe;Heim- und Sonderschule;M;CH;oef;oef;30
16.11.2020;tg;2014;Primarstufe;Heim- und Sonderschule;M;Ausländer;oef;oef;10
16.11.2020;tg;2014;Primarstufe;Heim- und Sonderschule;F;Ausländer;oef;oef;4
16.11.2020;tg;2014;Primarstufe;Heim- und Sonderschule;M;Ausländer;priv;oef;61
16.11.2020;tg;2014;Primarstufe;Volksschule;M;CH;priv;priv;76
16.11.2020;tg;2014;Primarstufe;Heim- und Sonderschule;F;CH;priv;oef;55
16.11.2020;tg;2014;Primarstufe;Heim- und Sonderschule;F;Ausländer;priv;oef;16
16.11.2020;tg;2014;Primarstufe;Volksschule;M;CH;oef;oef;6013
16.11.2020;tg;2014;Primarstufe;Volksschule;F;CH;priv;priv;60
16.11.2020;tg;2014;Primarstufe;Volksschule;M;Ausländer;oef;oef;1944
16.11.2020;tg;2014;Primarstufe;Volksschule;F;CH;oef;oef;5828
16.11.2020;tg;2014;Primarstufe;Volksschule;F;Ausländer;oef;oef;1935
16.11.2020;tg;2014;Primarstufe;Heim- und Sonderschule;M;CH;priv;oef;147
16.11.2020;tg;2014;Primarstufe;Heim- und Sonderschule;F;CH;oef;oef;11
16.11.2020;tg;2014;Sekundarstufe I;Volksschule;F;Ausländer;oef;oef;865
16.11.2020;tg;2014;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;oef;oef;6
16.11.2020;tg;2014;Sekundarstufe I;Volksschule;M;Ausländer;priv;priv;25
16.11.2020;tg;2014;Sekundarstufe I;Heim- und Sonderschule;F;Ausländer;oef;oef;3
16.11.2020;tg;2014;Sekundarstufe I;Mittelschule;M;Ausländer;oef;oef;9
16.11.2020;tg;2014;Sekundarstufe I;Volksschule;F;CH;oef;oef;2863
16.11.2020;tg;2014;Sekundarstufe I;Volksschule;F;CH;priv;priv;78
16.11.2020;tg;2014;Sekundarstufe I;Volksschule;F;Ausländer;priv;priv;30
16.11.2020;tg;2014;Sekundarstufe I;Heim- und Sonderschule;F;CH;oef;oef;7
16.11.2020;tg;2014;Sekundarstufe I;Heim- und Sonderschule;F;CH;priv;oef;39
16.11.2020;tg;2014;Sekundarstufe I;Mittelschule;M;CH;oef;oef;124
16.11.2020;tg;2014;Sekundarstufe I;Mittelschule;F;CH;oef;oef;135
16.11.2020;tg;2014;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;priv;oef;22
16.11.2020;tg;2014;Sekundarstufe I;Volksschule;M;Ausländer;oef;oef;968
16.11.2020;tg;2014;Sekundarstufe I;Heim- und Sonderschule;M;CH;priv;oef;81
16.11.2020;tg;2014;Sekundarstufe I;Volksschule;M;CH;oef;oef;3091
16.11.2020;tg;2014;Sekundarstufe I;Mittelschule;F;Ausländer;oef;oef;12
16.11.2020;tg;2014;Sekundarstufe I;Volksschule;M;CH;priv;priv;134
16.11.2020;tg;2014;Sekundarstufe I;Heim- und Sonderschule;M;CH;oef;oef;9
16.11.2020;tg;2014;Sekundarstufe I;Heim- und Sonderschule;F;Ausländer;priv;oef;12
16.11.2020;tg;2014;Sekundarstufe II;Mittelschule;M;Ausländer;oef;oef;42
16.11.2020;tg;2014;Sekundarstufe II;Berufsfachschule;F;Ausländer;oef;oef;438
16.11.2020;tg;2014;Sekundarstufe II;Berufsfachschule;F;CH;oef;oef;1876
16.11.2020;tg;2014;Sekundarstufe II;Brückenangebot;M;CH;priv;priv;7
16.11.2020;tg;2014;Sekundarstufe II;Brückenangebot;F;Ausländer;oef;oef;77
16.11.2020;tg;2014;Sekundarstufe II;Brückenangebot;M;Ausländer;oef;oef;52
16.11.2020;tg;2014;Sekundarstufe II;Brückenangebot;M;Ausländer;priv;priv;2
16.11.2020;tg;2014;Sekundarstufe II;Heim- und Sonderschule;F;CH;priv;oef;14
16.11.2020;tg;2014;Sekundarstufe II;Mittelschule;F;Ausländer;oef;oef;84
16.11.2020;tg;2014;Sekundarstufe II;Mittelschule;M;CH;priv;priv;26
16.11.2020;tg;2014;Sekundarstufe II;Heim- und Sonderschule;M;Ausländer;priv;oef;3
16.11.2020;tg;2014;Sekundarstufe II;Brückenangebot;F;Ausländer;priv;priv;1
16.11.2020;tg;2014;Sekundarstufe II;Mittelschule;F;CH;oef;oef;1055
16.11.2020;tg;2014;Sekundarstufe II;Mittelschule;M;Ausländer;priv;priv;16
16.11.2020;tg;2014;Sekundarstufe II;Heim- und Sonderschule;F;Ausländer;priv;oef;4
16.11.2020;tg;2014;Sekundarstufe II;Berufsfachschule;F;Ausländer;priv;priv;3
16.11.2020;tg;2014;Sekundarstufe II;Brückenangebot;M;CH;oef;oef;77
16.11.2020;tg;2014;Sekundarstufe II;Brückenangebot;F;CH;oef;oef;129
16.11.2020;tg;2014;Sekundarstufe II;Berufsfachschule;M;CH;priv;priv;86
16.11.2020;tg;2014;Sekundarstufe II;Mittelschule;M;CH;oef;oef;624
16.11.2020;tg;2014;Sekundarstufe II;Mittelschule;F;CH;priv;priv;22
16.11.2020;tg;2014;Sekundarstufe II;Berufsfachschule;M;CH;oef;oef;3130
16.11.2020;tg;2014;Sekundarstufe II;Mittelschule;F;Ausländer;priv;priv;9
16.11.2020;tg;2014;Sekundarstufe II;Berufsfachschule;M;Ausländer;priv;priv;11
16.11.2020;tg;2014;Sekundarstufe II;Berufsfachschule;F;CH;priv;priv;49
16.11.2020;tg;2014;Sekundarstufe II;Berufsfachschule;M;Ausländer;oef;oef;496
16.11.2020;tg;2014;Sekundarstufe II;Heim- und Sonderschule;M;CH;priv;oef;10
16.11.2020;tg;2014;Sekundarstufe II;Brückenangebot;F;CH;priv;priv;13
16.11.2020;tg;2014;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;oef;oef;20
16.11.2020;tg;2014;Tertiärstufe;Höhere Berufsbildung;F;Ausländer;priv;oef;2
16.11.2020;tg;2014;Tertiärstufe;Höhere Berufsbildung;F;Ausländer;oef;oef;26
16.11.2020;tg;2014;Tertiärstufe;Höhere Berufsbildung;F;CH;oef;oef;317
16.11.2020;tg;2014;Tertiärstufe;Fachhochschule und pädagogische Hochschule;F;CH;oef;oef;392
16.11.2020;tg;2014;Tertiärstufe;Höhere Berufsbildung;M;CH;priv;oef;20
16.11.2020;tg;2014;Tertiärstufe;Fachhochschule und pädagogische Hochschule;M;CH;oef;oef;138
16.11.2020;tg;2014;Tertiärstufe;Fachhochschule und pädagogische Hochschule;F;Ausländer;oef;oef;163
16.11.2020;tg;2014;Tertiärstufe;Höhere Berufsbildung;F;CH;priv;oef;15
16.11.2020;tg;2014;Tertiärstufe;Fachhochschule und pädagogische Hochschule;M;Ausländer;oef;oef;62
16.11.2020;tg;2014;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;priv;oef;5
16.11.2020;tg;2014;Tertiärstufe;Höhere Berufsbildung;M;CH;oef;oef;149
16.11.2020;tg;2015;Kindergartenstufe;Volksschule;F;Ausländer;oef;oef;623
16.11.2020;tg;2015;Kindergartenstufe;Volksschule;F;CH;oef;oef;2009
16.11.2020;tg;2015;Kindergartenstufe;Volksschule;M;CH;priv;priv;19
16.11.2020;tg;2015;Kindergartenstufe;Heim- und Sonderschule;F;CH;priv;oef;10
16.11.2020;tg;2015;Kindergartenstufe;Heim- und Sonderschule;M;CH;oef;oef;6
16.11.2020;tg;2015;Kindergartenstufe;Volksschule;M;Ausländer;priv;priv;20
16.11.2020;tg;2015;Kindergartenstufe;Volksschule;M;CH;oef;oef;2100
16.11.2020;tg;2015;Kindergartenstufe;Heim- und Sonderschule;M;CH;priv;oef;22
16.11.2020;tg;2015;Kindergartenstufe;Heim- und Sonderschule;F;Ausländer;priv;oef;4
16.11.2020;tg;2015;Kindergartenstufe;Heim- und Sonderschule;F;Ausländer;oef;oef;1
16.11.2020;tg;2015;Kindergartenstufe;Volksschule;F;CH;priv;priv;17
16.11.2020;tg;2015;Kindergartenstufe;Volksschule;F;Ausländer;priv;priv;9
16.11.2020;tg;2015;Kindergartenstufe;Heim- und Sonderschule;M;Ausländer;oef;oef;6
16.11.2020;tg;2015;Kindergartenstufe;Heim- und Sonderschule;F;CH;oef;oef;7
16.11.2020;tg;2015;Kindergartenstufe;Heim- und Sonderschule;M;Ausländer;priv;oef;16
16.11.2020;tg;2015;Kindergartenstufe;Volksschule;M;Ausländer;oef;oef;707
16.11.2020;tg;2015;Primarstufe;Volksschule;F;Ausländer;priv;priv;26
16.11.2020;tg;2015;Primarstufe;Heim- und Sonderschule;M;Ausländer;priv;oef;65
16.11.2020;tg;2015;Primarstufe;Volksschule;M;CH;priv;priv;86
16.11.2020;tg;2015;Primarstufe;Heim- und Sonderschule;F;CH;priv;oef;60
16.11.2020;tg;2015;Primarstufe;Heim- und Sonderschule;F;Ausländer;oef;oef;1
16.11.2020;tg;2015;Primarstufe;Volksschule;F;Ausländer;oef;oef;1989
16.11.2020;tg;2015;Primarstufe;Volksschule;M;Ausländer;oef;oef;2022
16.11.2020;tg;2015;Primarstufe;Volksschule;M;CH;oef;oef;6054
16.11.2020;tg;2015;Primarstufe;Volksschule;F;CH;oef;oef;5785
16.11.2020;tg;2015;Primarstufe;Heim- und Sonderschule;M;Ausländer;oef;oef;10
16.11.2020;tg;2015;Primarstufe;Volksschule;F;CH;priv;priv;56
16.11.2020;tg;2015;Primarstufe;Heim- und Sonderschule;F;Ausländer;priv;oef;23
16.11.2020;tg;2015;Primarstufe;Volksschule;M;Ausländer;priv;priv;27
16.11.2020;tg;2015;Primarstufe;Heim- und Sonderschule;M;CH;priv;oef;143
16.11.2020;tg;2015;Primarstufe;Heim- und Sonderschule;F;CH;oef;oef;9
16.11.2020;tg;2015;Primarstufe;Heim- und Sonderschule;M;CH;oef;oef;31
16.11.2020;tg;2015;Sekundarstufe I;Volksschule;M;CH;oef;oef;2967
16.11.2020;tg;2015;Sekundarstufe I;Volksschule;M;Ausländer;oef;oef;947
16.11.2020;tg;2015;Sekundarstufe I;Heim- und Sonderschule;F;Ausländer;oef;oef;5
16.11.2020;tg;2015;Sekundarstufe I;Mittelschule;F;CH;oef;oef;134
16.11.2020;tg;2015;Sekundarstufe I;Heim- und Sonderschule;M;CH;oef;oef;17
16.11.2020;tg;2015;Sekundarstufe I;Mittelschule;M;CH;oef;oef;129
16.11.2020;tg;2015;Sekundarstufe I;Volksschule;F;CH;oef;oef;2819
16.11.2020;tg;2015;Sekundarstufe I;Volksschule;F;Ausländer;priv;priv;25
16.11.2020;tg;2015;Sekundarstufe I;Heim- und Sonderschule;F;CH;oef;oef;7
16.11.2020;tg;2015;Sekundarstufe I;Mittelschule;M;Ausländer;oef;oef;9
16.11.2020;tg;2015;Sekundarstufe I;Heim- und Sonderschule;F;Ausländer;priv;oef;8
16.11.2020;tg;2015;Sekundarstufe I;Mittelschule;F;Ausländer;oef;oef;8
16.11.2020;tg;2015;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;priv;oef;27
16.11.2020;tg;2015;Sekundarstufe I;Volksschule;M;Ausländer;priv;priv;23
16.11.2020;tg;2015;Sekundarstufe I;Heim- und Sonderschule;M;CH;priv;oef;83
16.11.2020;tg;2015;Sekundarstufe I;Volksschule;M;CH;priv;priv;111
16.11.2020;tg;2015;Sekundarstufe I;Volksschule;F;CH;priv;priv;71
16.11.2020;tg;2015;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;oef;oef;7
16.11.2020;tg;2015;Sekundarstufe I;Volksschule;F;Ausländer;oef;oef;864
16.11.2020;tg;2015;Sekundarstufe I;Heim- und Sonderschule;F;CH;priv;oef;36
16.11.2020;tg;2015;Sekundarstufe II;Heim- und Sonderschule;F;CH;priv;oef;11
16.11.2020;tg;2015;Sekundarstufe II;Berufsfachschule;M;CH;priv;priv;109
16.11.2020;tg;2015;Sekundarstufe II;Berufsfachschule;F;Ausländer;priv;priv;4
16.11.2020;tg;2015;Sekundarstufe II;Mittelschule;F;CH;oef;oef;1074
16.11.2020;tg;2015;Sekundarstufe II;Mittelschule;F;Ausländer;oef;oef;81
16.11.2020;tg;2015;Sekundarstufe II;Heim- und Sonderschule;M;CH;priv;oef;11
16.11.2020;tg;2015;Sekundarstufe II;Brückenangebot;F;Ausländer;oef;oef;84
16.11.2020;tg;2015;Sekundarstufe II;Brückenangebot;F;CH;oef;oef;106
16.11.2020;tg;2015;Sekundarstufe II;Berufsfachschule;F;CH;priv;priv;50
16.11.2020;tg;2015;Sekundarstufe II;Heim- und Sonderschule;M;Ausländer;priv;oef;1
16.11.2020;tg;2015;Sekundarstufe II;Brückenangebot;M;CH;priv;priv;5
16.11.2020;tg;2015;Sekundarstufe II;Berufsfachschule;M;Ausländer;oef;oef;517
16.11.2020;tg;2015;Sekundarstufe II;Mittelschule;F;CH;priv;priv;20
16.11.2020;tg;2015;Sekundarstufe II;Mittelschule;M;Ausländer;priv;priv;16
16.11.2020;tg;2015;Sekundarstufe II;Mittelschule;F;Ausländer;priv;priv;14
16.11.2020;tg;2015;Sekundarstufe II;Brückenangebot;M;CH;oef;oef;66
16.11.2020;tg;2015;Sekundarstufe II;Berufsfachschule;M;Ausländer;priv;priv;14
16.11.2020;tg;2015;Sekundarstufe II;Brückenangebot;M;Ausländer;oef;oef;64
16.11.2020;tg;2015;Sekundarstufe II;Mittelschule;M;Ausländer;oef;oef;41
16.11.2020;tg;2015;Sekundarstufe II;Heim- und Sonderschule;F;Ausländer;priv;oef;1
16.11.2020;tg;2015;Sekundarstufe II;Mittelschule;M;CH;oef;oef;654
16.11.2020;tg;2015;Sekundarstufe II;Berufsfachschule;M;CH;oef;oef;3123
16.11.2020;tg;2015;Sekundarstufe II;Mittelschule;M;CH;priv;priv;16
16.11.2020;tg;2015;Sekundarstufe II;Berufsfachschule;F;CH;oef;oef;1914
16.11.2020;tg;2015;Sekundarstufe II;Berufsfachschule;F;Ausländer;oef;oef;468
16.11.2020;tg;2015;Sekundarstufe II;Brückenangebot;F;CH;priv;priv;10
16.11.2020;tg;2015;Tertiärstufe;Fachhochschule und pädagogische Hochschule;M;CH;oef;oef;141
16.11.2020;tg;2015;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;priv;oef;9
16.11.2020;tg;2015;Tertiärstufe;Fachhochschule und pädagogische Hochschule;F;CH;oef;oef;400
16.11.2020;tg;2015;Tertiärstufe;Höhere Berufsbildung;F;Ausländer;oef;oef;29
16.11.2020;tg;2015;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;oef;oef;22
16.11.2020;tg;2015;Tertiärstufe;Höhere Berufsbildung;F;CH;oef;oef;323
16.11.2020;tg;2015;Tertiärstufe;Fachhochschule und pädagogische Hochschule;F;Ausländer;oef;oef;169
16.11.2020;tg;2015;Tertiärstufe;Höhere Berufsbildung;M;CH;priv;oef;14
16.11.2020;tg;2015;Tertiärstufe;Fachhochschule und pädagogische Hochschule;M;Ausländer;oef;oef;53
16.11.2020;tg;2015;Tertiärstufe;Höhere Berufsbildung;F;CH;priv;oef;8
16.11.2020;tg;2015;Tertiärstufe;Höhere Berufsbildung;M;CH;oef;oef;183
16.11.2020;tg;2016;Kindergartenstufe;Heim- und Sonderschule;F;CH;priv;oef;11
16.11.2020;tg;2016;Kindergartenstufe;Volksschule;F;CH;priv;priv;17
16.11.2020;tg;2016;Kindergartenstufe;Volksschule;F;Ausländer;oef;oef;663
16.11.2020;tg;2016;Kindergartenstufe;Heim- und Sonderschule;M;Ausländer;priv;oef;18
16.11.2020;tg;2016;Kindergartenstufe;Volksschule;M;CH;oef;oef;2103
16.11.2020;tg;2016;Kindergartenstufe;Heim- und Sonderschule;M;CH;priv;oef;30
16.11.2020;tg;2016;Kindergartenstufe;Heim- und Sonderschule;M;Ausländer;oef;oef;6
16.11.2020;tg;2016;Kindergartenstufe;Heim- und Sonderschule;F;CH;oef;oef;4
16.11.2020;tg;2016;Kindergartenstufe;Volksschule;M;Ausländer;oef;oef;694
16.11.2020;tg;2016;Kindergartenstufe;Volksschule;M;Ausländer;priv;priv;19
16.11.2020;tg;2016;Kindergartenstufe;Heim- und Sonderschule;M;CH;oef;oef;8
16.11.2020;tg;2016;Kindergartenstufe;Heim- und Sonderschule;F;Ausländer;priv;oef;5
16.11.2020;tg;2016;Kindergartenstufe;Volksschule;M;CH;priv;priv;19
16.11.2020;tg;2016;Kindergartenstufe;Volksschule;F;CH;oef;oef;1992
16.11.2020;tg;2016;Kindergartenstufe;Volksschule;F;Ausländer;priv;priv;10
16.11.2020;tg;2016;Kindergartenstufe;Heim- und Sonderschule;F;Ausländer;oef;oef;2
16.11.2020;tg;2016;Primarstufe;Heim- und Sonderschule;M;CH;priv;oef;148
16.11.2020;tg;2016;Primarstufe;Heim- und Sonderschule;F;Ausländer;oef;oef;3
16.11.2020;tg;2016;Primarstufe;Volksschule;M;Ausländer;oef;oef;2013
16.11.2020;tg;2016;Primarstufe;Volksschule;F;Ausländer;oef;oef;1958
16.11.2020;tg;2016;Primarstufe;Heim- und Sonderschule;M;Ausländer;oef;oef;11
16.11.2020;tg;2016;Primarstufe;Heim- und Sonderschule;F;CH;priv;oef;63
16.11.2020;tg;2016;Primarstufe;Volksschule;F;CH;oef;oef;5832
16.11.2020;tg;2016;Primarstufe;Volksschule;M;CH;oef;oef;6079
16.11.2020;tg;2016;Primarstufe;Volksschule;F;CH;priv;priv;69
16.11.2020;tg;2016;Primarstufe;Heim- und Sonderschule;F;CH;oef;oef;8
16.11.2020;tg;2016;Primarstufe;Volksschule;M;Ausländer;priv;priv;32
16.11.2020;tg;2016;Primarstufe;Volksschule;M;CH;priv;priv;99
16.11.2020;tg;2016;Primarstufe;Heim- und Sonderschule;F;Ausländer;priv;oef;18
16.11.2020;tg;2016;Primarstufe;Heim- und Sonderschule;M;Ausländer;priv;oef;74
16.11.2020;tg;2016;Primarstufe;Volksschule;F;Ausländer;priv;priv;20
16.11.2020;tg;2016;Primarstufe;Heim- und Sonderschule;M;CH;oef;oef;23
16.11.2020;tg;2016;Sekundarstufe I;Heim- und Sonderschule;F;CH;oef;oef;2
16.11.2020;tg;2016;Sekundarstufe I;Mittelschule;F;Ausländer;oef;oef;20
16.11.2020;tg;2016;Sekundarstufe I;Mittelschule;M;Ausländer;oef;oef;10
16.11.2020;tg;2016;Sekundarstufe I;Heim- und Sonderschule;M;CH;oef;oef;3
16.11.2020;tg;2016;Sekundarstufe I;Volksschule;F;Ausländer;priv;priv;23
16.11.2020;tg;2016;Sekundarstufe I;Heim- und Sonderschule;M;CH;priv;oef;78
16.11.2020;tg;2016;Sekundarstufe I;Volksschule;F;Ausländer;oef;oef;898
16.11.2020;tg;2016;Sekundarstufe I;Volksschule;F;CH;oef;oef;2799
16.11.2020;tg;2016;Sekundarstufe I;Volksschule;M;Ausländer;priv;priv;30
16.11.2020;tg;2016;Sekundarstufe I;Volksschule;M;CH;priv;priv;123
16.11.2020;tg;2016;Sekundarstufe I;Heim- und Sonderschule;F;Ausländer;priv;oef;8
16.11.2020;tg;2016;Sekundarstufe I;Volksschule;F;CH;priv;priv;70
16.11.2020;tg;2016;Sekundarstufe I;Heim- und Sonderschule;F;CH;priv;oef;30
16.11.2020;tg;2016;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;priv;oef;24
16.11.2020;tg;2016;Sekundarstufe I;Volksschule;M;CH;oef;oef;2864
16.11.2020;tg;2016;Sekundarstufe I;Mittelschule;M;CH;oef;oef;135
16.11.2020;tg;2016;Sekundarstufe I;Mittelschule;F;CH;oef;oef;135
16.11.2020;tg;2016;Sekundarstufe I;Volksschule;M;Ausländer;oef;oef;981
16.11.2020;tg;2016;Sekundarstufe II;Berufsfachschule;F;CH;oef;oef;1863
16.11.2020;tg;2016;Sekundarstufe II;Mittelschule;F;CH;priv;priv;22
16.11.2020;tg;2016;Sekundarstufe II;Brückenangebot;F;Ausländer;oef;oef;59
16.11.2020;tg;2016;Sekundarstufe II;Mittelschule;F;CH;oef;oef;1099
16.11.2020;tg;2016;Sekundarstufe II;Mittelschule;M;CH;priv;priv;23
16.11.2020;tg;2016;Sekundarstufe II;Berufsfachschule;M;Ausländer;oef;oef;564
16.11.2020;tg;2016;Sekundarstufe II;Mittelschule;M;Ausländer;priv;priv;10
16.11.2020;tg;2016;Sekundarstufe II;Heim- und Sonderschule;M;CH;priv;oef;9
16.11.2020;tg;2016;Sekundarstufe II;Brückenangebot;M;Ausländer;oef;oef;53
16.11.2020;tg;2016;Sekundarstufe II;Mittelschule;F;Ausländer;priv;priv;16
16.11.2020;tg;2016;Sekundarstufe II;Berufsfachschule;M;Ausländer;priv;priv;14
16.11.2020;tg;2016;Sekundarstufe II;Brückenangebot;F;CH;priv;priv;13
16.11.2020;tg;2016;Sekundarstufe II;Heim- und Sonderschule;F;Ausländer;oef;oef;1
16.11.2020;tg;2016;Sekundarstufe II;Heim- und Sonderschule;F;CH;oef;oef;4
16.11.2020;tg;2016;Sekundarstufe II;Berufsfachschule;F;Ausländer;priv;priv;2
16.11.2020;tg;2016;Sekundarstufe II;Heim- und Sonderschule;F;Ausländer;priv;oef;1
16.11.2020;tg;2016;Sekundarstufe II;Heim- und Sonderschule;M;Ausländer;oef;oef;6
16.11.2020;tg;2016;Sekundarstufe II;Berufsfachschule;M;CH;priv;priv;98
16.11.2020;tg;2016;Sekundarstufe II;Heim- und Sonderschule;F;CH;priv;oef;7
